news_id,average followers,average follows,repost total,post total,repost percentage,average repost,average favorite,label,news lifetime,nb users 10 hours,average time difference,retweet percentage 1 hour
politifact104,52415.0,318.1,1381,9,0.9935251798561151,9.93956834532374,1129.05,1,61664,1,0.0,0.0007194244604316547
politifact10408,597.7142857142857,496.7142857142857,28,20,0.5833333333333334,3.1666666666666665,4.071428571428571,1,76303,1,0.0,0.041666666666666664
politifact1052,3777.0,403.0,0,1,0.0,0.0,4.0,1,0,1,0.0,1.0
politifact1053,1024.3809523809523,793.6190476190476,167,10,0.943502824858757,9.333333333333334,27.047619047619047,1,23574,3,0.0,0.005649717514124294
politifact1063,2604.6111111111113,1926.5555555555557,31,10,0.7560975609756098,2.3902439024390243,1.6111111111111112,1,18965,1,0.0,0.024390243902439025
politifact11021,1153.4,1869.2,8,2,0.8,1.4,7.0,1,10559,1,0.0,0.1
politifact1118,10395.6,9740.25,264,10,0.9635036496350365,9.635036496350365,42.3,1,49415,7,0.0,0.010948905109489052
politifact11208,736.0,1053.5,0,2,0.0,0.0,0.0,1,57816,1,0.0,0.5
politifact11294,4103.181818181818,576.8181818181819,2,10,0.16666666666666666,0.16666666666666666,1.5454545454545454,1,80304,1,0.0,0.08333333333333333
politifact1135,3309.0,2028.3,90,1,0.989010989010989,8.901098901098901,16.0,1,0,1,0.0,0.01098901098901099
politifact11416,797.0,1695.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact11580,93165.0,950.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact11747,1882.421052631579,996.421052631579,100,20,0.8333333333333334,8.866666666666667,15.631578947368421,1,57049,3,0.0,0.03333333333333333
politifact11777,2510.0545454545454,866.6,342,25,0.9318801089918256,8.632152588555858,13.690909090909091,1,40471,3,0.0,0.0027247956403269754
politifact11931,280.0,802.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact1213,1498.909090909091,574.9090909090909,4,20,0.16666666666666666,0.3333333333333333,4.2727272727272725,1,85893,2,0.0,0.16666666666666666
politifact12486,810.6363636363636,1238.4545454545455,2,10,0.16666666666666666,0.16666666666666666,6.7272727272727275,1,29025,2,0.0,0.08333333333333333
politifact12587,3369.45,886.9,64,10,0.8648648648648649,5.486486486486487,15.5,1,9657,1,0.0,0.013513513513513514
politifact12751,2686.8,1443.8,0,10,0.0,0.0,2.5,1,76766,3,0.0,0.1
politifact12770,472.54545454545456,240.54545454545453,0,10,0.0,0.0,0.0,1,66,10,0.0,1.0
politifact129,4883.266666666666,11848.266666666666,18,10,0.6428571428571429,1.7142857142857142,5.333333333333333,1,65836,1,0.0,0.03571428571428571
politifact13058,21743.62962962963,837.2592592592592,930,10,0.9893617021276596,9.695744680851064,180.92592592592592,1,3132,2,0.0,0.002127659574468085
politifact13226,536.4545454545455,342.90909090909093,979,1,0.9989795918367347,9.989795918367347,499.0,1,0,1,0.0,0.0010204081632653062
politifact13303,1327.0,1273.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact1337,4487.607142857143,1472.8214285714287,478,20,0.9598393574297188,17.461847389558233,48.964285714285715,1,67975,2,0.0,0.004016064257028112
politifact13420,2662.793103448276,1662.8620689655172,330,9,0.9734513274336283,9.734513274336283,88.89655172413794,1,44807,1,0.0,0.0029498525073746312
politifact13682,15495.0,41077.75,2,3,0.4,0.4,1.0,1,67366,1,0.0,0.2
politifact1375,6476.55,2168.45,1090,10,0.990909090909091,9.902727272727272,278.75,1,84318,5,0.0,0.0009090909090909091
politifact14114,3082.0,3862.866666666667,16,10,0.6153846153846154,1.5384615384615385,2.4,1,23902,1,0.0,0.038461538461538464
politifact1419,8811.0,0.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact14474,1214.1538461538462,1649.076923076923,8,10,0.4444444444444444,0.7777777777777778,1.4615384615384615,1,23499,9,0.0,0.16666666666666666
politifact14984,442.44444444444446,291.0,0,9,0.0,0.0,0.5555555555555556,1,14942,2,0.0,0.1111111111111111
politifact150,1792.857142857143,752.1428571428571,14,3,0.8235294117647058,2.235294117647059,4.571428571428571,1,20867,1,0.0,0.058823529411764705
politifact15319,766.9,1017.8,0,10,0.0,0.0,0.4,1,12783,4,0.0,0.2
politifact1560,798.2,1187.9,0,20,0.0,0.0,1.4,1,2544,1,0.0,0.1
politifact1624,2026.5806451612902,2650.2903225806454,29,20,0.5918367346938775,2.2653061224489797,2.7096774193548385,1,31291,3,0.0,0.02040816326530612
politifact1678,1599.0,2977.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact179,11547.0,7.0,3,1,0.75,4.5,26.0,1,0,1,0.0,0.25
politifact1820,649.0,227.0,0,1,0.0,0.0,1.0,1,0,1,0.0,1.0
politifact1823,1254.7083333333333,1061.4166666666667,1499,10,0.9933730947647449,9.866136514247847,327.5833333333333,1,20621,1,0.0,0.0006626905235255136
politifact186,6531.5,813.9285714285714,1122,8,0.9929203539823008,19.858407079646017,97.0,1,16068,1,0.0,0.0017699115044247787
politifact1899,4459.9047619047615,1084.2857142857142,475,10,0.979381443298969,9.756701030927836,107.85714285714286,1,59770,8,0.0,0.002061855670103093
politifact195,4013.2631578947367,1901.157894736842,50,10,0.8333333333333334,4.433333333333334,24.263157894736842,1,71585,1,0.0,0.016666666666666666
politifact2013,1287.5,104.58333333333333,4,10,0.2857142857142857,0.2857142857142857,0.5833333333333334,1,23710,1,0.0,0.07142857142857142
politifact2028,1236.8333333333333,1292.888888888889,58,10,0.8529411764705882,5.794117647058823,7.555555555555555,1,9788,10,0.0,0.04411764705882353
politifact2093,10311.73076923077,1539.0384615384614,274,8,0.9716312056737588,8.950354609929079,43.69230769230769,1,82975,1,0.0,0.0035460992907801418
politifact211,20824.260869565216,2111.6521739130435,110,8,0.9322033898305084,7.288135593220339,20.47826086956522,1,72343,1,0.0,0.00847457627118644
politifact212,2300.6,493.26666666666665,12,10,0.5454545454545454,1.2727272727272727,3.0,1,57516,4,0.0,0.09090909090909091
politifact214,4043.4545454545455,778.4545454545455,2,10,0.16666666666666666,0.16666666666666666,1.0,1,55413,1,0.0,0.08333333333333333
politifact215,8279.5,1321.5,37,7,0.8409090909090909,3.090909090909091,13.642857142857142,1,4403,4,0.0,0.022727272727272728
politifact216,74.5,156.0,0,2,0.0,0.0,0.0,1,11319,1,0.0,0.5
politifact2208,3077.2727272727275,374.45454545454544,2,10,0.16666666666666666,0.16666666666666666,6.2727272727272725,1,2316,1,0.0,0.08333333333333333
politifact2241,4255.0,718.0,2,1,0.6666666666666666,0.6666666666666666,1.0,1,0,1,0.0,0.3333333333333333
politifact2258,3114.529411764706,1236.6470588235295,34,10,0.7727272727272727,3.5,12.176470588235293,1,71344,1,0.0,0.022727272727272728
politifact2318,3248.608695652174,1471.304347826087,800,10,0.9876543209876543,9.795061728395062,91.95652173913044,1,72314,3,0.0,0.0024691358024691358
politifact239,1424.0,1973.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact2393,31.0,29.0,0,1,0.0,0.0,1.0,1,0,1,0.0,1.0
politifact2450,2604.3333333333335,2379.5833333333335,4,10,0.2857142857142857,0.2857142857142857,3.0,1,48490,1,0.0,0.07142857142857142
politifact247,166.4,192.2,0,100,0.0,0.0,2.7,1,26840,10,0.0,0.2
politifact2624,242.0,333.5,0,2,0.0,0.0,1.0,1,57948,1,0.0,0.5
politifact263,872.8181818181819,157.54545454545453,2,10,0.16666666666666666,0.16666666666666666,0.5454545454545454,1,3549,10,0.0,0.8333333333333334
politifact303,620.5,585.6,0,10,0.0,0.0,0.7,1,86175,1,0.0,0.1
politifact339,170.26315789473685,191.21052631578948,90,10,0.9,8.1,7.526315789473684,1,38476,1,0.0,0.01
politifact3428,805.0,633.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact356,1086.4,1226.9,2,9,0.18181818181818182,0.18181818181818182,1.4,1,56232,1,0.0,0.09090909090909091
politifact357,332.57894736842104,357.7894736842105,210,10,0.9545454545454546,8.590909090909092,56.63157894736842,1,33022,1,0.0,0.004545454545454545
politifact3584,6438.4,455.9,0,10,0.0,0.0,1.4,1,75770,1,0.0,0.1
politifact3632,568.0,580.5454545454545,2,10,0.16666666666666666,0.16666666666666666,0.18181818181818182,1,68110,1,0.0,0.08333333333333333
politifact370,6130.363636363636,7473.909090909091,1034,10,0.9904214559386973,9.703065134099617,128.21212121212122,1,62975,6,0.0,0.0009578544061302681
politifact3731,9574.42857142857,7234.714285714285,21,1,0.9545454545454546,5.7272727272727275,26.0,1,0,1,0.0,0.045454545454545456
politifact3892,22.0,62.0,0,1,0.0,0.0,1.0,1,0,1,0.0,1.0
politifact3919,46216.0,645.4,2,4,0.3333333333333333,0.3333333333333333,2.4,1,73982,1,0.0,0.16666666666666666
politifact4028,1651.3181818181818,1068.2727272727273,114,10,0.9193548387096774,8.903225806451612,23.90909090909091,1,80134,1,0.0,0.008064516129032258
politifact4088,1225.6774193548388,1300.7096774193549,239,10,0.9598393574297188,9.04417670682731,47.67741935483871,1,37663,3,0.0,0.004016064257028112
politifact412,2406.076923076923,2297.230769230769,14,9,0.6086956521739131,1.6521739130434783,6.384615384615385,1,46543,1,0.0,0.043478260869565216
politifact4177,1578.7,1068.6,0,10,0.0,0.0,2.0,1,51443,9,0.0,0.1
politifact429,6167.478260869565,1621.0434782608695,468,10,0.9790794979079498,9.677824267782427,43.82608695652174,1,21331,2,0.0,0.0020920502092050207
politifact4291,223066.0,178.0,0,2,0.0,0.0,0.0,1,39416,1,0.0,0.5
politifact4306,1661.090909090909,2127.0,2,10,0.16666666666666666,0.16666666666666666,2.6363636363636362,1,82991,3,0.0,0.08333333333333333
politifact439,3951.590909090909,3080.090909090909,82,10,0.8913043478260869,6.434782608695652,9.454545454545455,1,26533,1,0.0,0.010869565217391304
politifact442,2056.5263157894738,1689.421052631579,84,20,0.8076923076923077,6.230769230769231,5.315789473684211,1,2506,1,0.0,0.019230769230769232
politifact4586,348.1111111111111,399.0,0,9,0.0,0.0,0.8888888888888888,1,66958,1,0.0,0.1111111111111111
politifact509,2436.681818181818,1502.6363636363637,532,10,0.981549815498155,9.749077490774908,129.95454545454547,1,31110,10,0.0,0.0036900369003690036
politifact527,3415.76,1131.2,194,9,0.9556650246305419,8.847290640394089,58.76,1,2482,2,0.0,0.009852216748768473
politifact5276,709.8333333333334,204.75,6,10,0.375,0.75,3.75,1,30321,1,0.0,0.0625
politifact537,2941.9666666666667,276.3,594,30,0.9519230769230769,28.557692307692307,109.85,1,76983,2,0.0,0.004807692307692308
politifact5410,673.0666666666667,543.8666666666667,12,10,0.5454545454545454,0.8181818181818182,2.2,1,29254,10,0.0,0.045454545454545456
politifact542,58.0,8.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact5469,686.0,818.6363636363636,90,2,0.9782608695652174,8.804347826086957,20.0,1,41281,1,0.0,0.010869565217391304
politifact567,2264.717391304348,2827.7608695652175,76,30,0.7169811320754716,11.471698113207546,2.6739130434782608,1,79734,1,0.0,0.02830188679245283
politifact574,3202.8536585365855,1152.3170731707316,612,10,0.9839228295819936,9.37620578778135,83.04878048780488,1,18290,1,0.0,0.001607717041800643
politifact6173,6171.0,1359.1818181818182,2,10,0.16666666666666666,0.16666666666666666,2.0,1,44020,1,0.0,0.08333333333333333
politifact627,12447.0,13550.0,0,2,0.0,0.0,2.5,1,19121,1,0.0,0.5
politifact636,1185.9285714285713,763.0714285714286,40,20,0.6666666666666666,5.333333333333333,1.7857142857142858,1,20368,4,0.0,0.03333333333333333
politifact648,1210.8181818181818,762.5454545454545,4,20,0.16666666666666666,0.3333333333333333,0.7272727272727273,1,2961,1,0.0,0.08333333333333333
politifact6537,9574.0,511.45454545454544,2,10,0.16666666666666666,0.16666666666666666,1.2727272727272727,1,6451,1,0.0,0.08333333333333333
politifact655,9099.666666666666,10086.047619047618,56,20,0.7368421052631579,2.4210526315789473,3.619047619047619,1,81451,1,0.0,0.02631578947368421
politifact671,11318.833333333334,2273.1666666666665,4,10,0.2857142857142857,0.2857142857142857,1.3333333333333333,1,47551,1,0.0,0.14285714285714285
politifact673,840.0,800.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact6730,1469.0,331.5,0,6,0.0,0.0,0.0,1,68153,4,0.0,0.5
politifact683,22581.882352941175,5419.64705882353,62,8,0.8857142857142857,5.771428571428571,16.470588235294116,1,19247,1,0.0,0.014285714285714285
politifact6907,3797.8,480.2,0,5,0.0,0.0,0.6,1,13740,2,0.0,0.4
politifact700,4617.583333333333,4964.916666666667,4,10,0.2857142857142857,0.2857142857142857,3.8333333333333335,1,33307,1,0.0,0.07142857142857142
politifact7258,606.25,2169.75,2,10,0.16666666666666666,0.16666666666666666,1.8333333333333333,1,40868,5,0.0,0.08333333333333333
politifact7259,3241.75,1081.625,2,7,0.2222222222222222,0.2222222222222222,2.875,1,4189,1,0.0,0.2222222222222222
politifact7293,77.5,116.5,0,2,0.0,0.0,0.5,1,68780,1,0.0,0.5
politifact7390,11823.222222222223,2159.4444444444443,2,8,0.2,0.2,6.888888888888889,1,50914,1,0.0,0.1
politifact746,991.2,469.7,4,8,0.3333333333333333,0.3333333333333333,1.9,1,75435,1,0.0,0.08333333333333333
politifact7506,466.6666666666667,1124.6666666666667,2,2,0.5,0.5,0.0,1,6888,1,0.0,0.25
politifact751,1403.6190476190477,456.9047619047619,310,10,0.96875,9.63125,68.19047619047619,1,53333,2,0.0,0.00625
politifact7595,240.46666666666667,186.6,0,30,0.0,0.0,0.6,1,76342,2,0.0,0.1
politifact7665,573.25,237.25,0,4,0.0,0.0,0.0,1,68139,3,0.0,0.25
politifact7669,5152.735294117647,2805.529411764706,68,20,0.7727272727272727,7.0,11.411764705882353,1,80773,4,0.0,0.045454545454545456
politifact772,1213.8461538461538,821.3846153846154,6,10,0.375,0.375,1.3846153846153846,1,9791,10,0.0,0.3125
politifact7923,7451.56,3874.84,132,10,0.9295774647887324,8.32394366197183,69.04,1,16079,1,0.0,0.007042253521126761
politifact8005,2174.2727272727275,2440.818181818182,2,10,0.16666666666666666,0.16666666666666666,1.3636363636363635,1,37022,2,0.0,0.08333333333333333
politifact8085,507.0,1778.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact810,604.0,827.0,0,1,0.0,0.0,8.0,1,0,1,0.0,1.0
politifact8119,3374.1,1082.75,233,9,0.9628099173553719,9.553719008264462,33.95,1,46713,1,0.0,0.004132231404958678
politifact8152,1410.8333333333333,1103.4166666666667,4,10,0.2857142857142857,0.2857142857142857,6.166666666666667,1,63372,1,0.0,0.07142857142857142
politifact8537,1150.0,1114.2105263157894,75,9,0.8928571428571429,6.928571428571429,13.947368421052632,1,45856,5,0.0,0.03571428571428571
politifact86,2404.5,1878.6666666666667,30,1,0.967741935483871,4.838709677419355,14.0,1,0,1,0.0,0.03225806451612903
politifact8629,2937.153846153846,735.2307692307693,20,9,0.6896551724137931,2.7586206896551726,10.692307692307692,1,59853,1,0.0,0.034482758620689655
politifact87,1142.5,482.6,0,10,0.0,0.0,6.7,1,86350,1,0.0,0.1
politifact8846,85.5,159.0,0,2,0.0,0.0,0.5,1,27191,1,0.0,0.5
politifact923,3336.8,1146.1,0,10,0.0,0.0,1.7,1,52940,1,0.0,0.1
politifact95,4064.0,196.0,0,1,0.0,0.0,0.0,1,0,1,0.0,1.0
politifact968,1764.0833333333333,601.1666666666666,6,9,0.4,0.4,1.5,1,33854,2,0.0,0.06666666666666667
politifact976,2745.5,5023.5,2,3,0.4,0.4,1.75,1,58017,2,0.0,0.2
politifact9802,5346.4,670.0,0,5,0.0,0.0,0.0,1,69908,2,0.0,0.4
politifact997,2669.8,4298.3,76,10,0.8837209302325582,6.744186046511628,11.8,1,13836,3,0.0,0.023255813953488372
