post_uri,post_cid,type,date,news_id,like_count,repost_count,user_name,follower_count,follows_count,retweet_date
at://did:plc:l2xgznuz5e234xxltjyquz2x/app.bsky.feed.post/3lcf3bqmdh22w,bafyreiaegwzyibsalls5cz6q6dx2qowqxitus66oq4r7i2eqmgouyqkqwy,post,2024-12-03T07:06:54.789Z,politifact14742,0,0,denjima.bsky.social,225,332,
at://did:plc:w5iwpaeme6ape5drdi6vod2f/app.bsky.feed.post/3laokpqfcoc2n,bafyreihv2cghcqqjvkgocd5hg3vcllx4gwjygpvwlhjl6mukiy5quhorrm,post,2024-11-11T14:46:44.836Z,politifact14742,9,0,staystrongdear.bsky.social,1694,1752,
at://did:plc:aulcpo5iekrty2zr5oivs7ao/app.bsky.feed.post/3l32i45p4xt2i,bafyreig4bqahcmxs36awikwpgp4gkhhcila557l5mqb3m3jq7kot3tv4py,post,2024-09-01T00:00:47.183899+00:00,politifact14742,0,0,earthnewstrending.bsky.social,19,9,
at://did:plc:lgokp4jco45ys7q4znmuheko/app.bsky.feed.post/3jznmvatcls2h,bafyreibl4gyxrzgjkdxru5i36tnrxu5lkwbpdvya7envveusvonv4xuoxa,post,2023-07-03T22:30:23.910Z,politifact14742,3,0,dangitsbatman.bsky.social,389,299,
at://did:plc:ykrzw44gblwkpu4dyxmomb3h/app.bsky.feed.post/3lanlvflydh2h,bafyreife4u7e7hmcn7kw26q4aoir7p52pkgoc6motxitwmzma3frxo3m6q,post,2016-09-08T07:37:04Z,politifact14742,0,0,queenoliviaiii.com,3330,1803,
at://did:plc:4imeuitzy2wizyngczhdguzn/app.bsky.feed.post/3lag6ht5hde24,bafyreidfczdskajm6znyynzaspbjcdbpttvp6pk7lkz5x52j52nhbexuoa,post,2016-01-06T17:41:46.000Z,politifact14742,0,0,tibor.net,1912,893,
at://did:plc:3yywugexf2r2jkji6cljssfk/app.bsky.feed.post/3lbnl4y4hig2p,bafyreibqft7yutjcb6lyumxaui3gmmg3u2arjmtdyibb7viiqfap6cb62a,post,2014-07-29T12:05:36Z,politifact13773,0,0,arjundevamar.bsky.social,1184,1418,
at://did:plc:37eqgasv5pcmmfsi7fmfulq3/app.bsky.feed.post/3lcxp5zskh422,bafyreifydh3dtff2bvku3rki57twypppankacamoysqfaankvj2vsnsb5u,post,2016-11-14T00:16:49Z,politifact13687,0,0,nivenus.bsky.social,514,1026,
at://did:plc:ypkdfvakija3jw5nzcohyp7h/app.bsky.feed.post/3l7q5dud6aa26,bafyreicbyerliu4nasjmxnq47gby3h2ulid7gy4tkqsnjbfbxqshtku7wi,post,2024-10-30T12:27:36.125Z,politifact13949,4,0,uisgebeatha.bsky.social,557,135,
at://did:plc:jkgdzirarvgnj3324anxhkzf/app.bsky.feed.post/3kp6pzmbgdr27,bafyreidcc3pf4vxpfcnphtfduugkuczdur2vbt7rdnruakrbbct6sl7ihu,post,2024-04-02T23:30:51.229Z,politifact13949,0,0,outerspec.bsky.social,439,2844,
at://did:plc:eyxe3kye7ceiqqg5allx5rhe/app.bsky.feed.post/3kk3elrkzig2e,bafyreiatswj2vpipvccjeyzshme7gugjcgegwzhpukddlvl672iyqnzef4,post,2024-01-29T00:22:18.274Z,politifact13949,16,0,craniatology.bsky.social,5468,446,
at://did:plc:eyxe3kye7ceiqqg5allx5rhe/app.bsky.feed.post/3kidssjysjt2x,bafyreialqi2uscsadkmgjqwqxkkjctmqlcyuvul544kmnu4kmegjcd5iuq,post,2024-01-06T22:07:32.157Z,politifact13949,28,0,craniatology.bsky.social,5468,446,
at://did:plc:eyxe3kye7ceiqqg5allx5rhe/app.bsky.feed.post/3khucqj4lsn26,bafyreib7jh4rm6r3rcxtfbhnij6agdccbf47pnwf44lx7a6bhqv5w5q2t4,post,2023-12-31T18:10:08.345Z,politifact13949,29,2,craniatology.bsky.social,5468,446,
at://did:plc:eyxe3kye7ceiqqg5allx5rhe/app.bsky.feed.post/3kgydjpoajw2p,bafyreidk6lfa7bxjlcsipeb2iejqptmsgezyzkaeclfd4kacx57vr37qnq,post,2023-12-20T15:09:41.341Z,politifact13949,23,1,craniatology.bsky.social,5468,446,
at://did:plc:ouhrn5moyxg3nr73oxoze7qz/app.bsky.feed.post/3kbveg426gr22,bafyreiecuhas6dmhxoxjlocipzxb5evwdcc2nyj2ubwkx7bdimvx634p4y,post,2023-10-16T19:41:36.758Z,politifact13949,16,1,teafrancis.bsky.social,1397,298,
at://did:plc:anz5o4eqsuagkandvbzuf4ej/app.bsky.feed.post/3le6eq7jbpk22,bafyreidtbywbqdjko7cftknejfxhzkt5xyqhz4au2pft2bfanjkelxbysm,post,2024-12-26T01:57:48.942Z,politifact14548,2,0,ireadmysteries.bsky.social,279,533,
at://did:plc:5j2e7foyuyixvmnkj5qu2mji/app.bsky.feed.post/3le5ewtr3xk2r,bafyreihzaqj6apnggskzf6ul4l3wrxxmlp4wvttqehmfde3o74p2am6pke,post,2024-12-25T16:28:51.759Z,politifact14548,0,0,chuckmccullagh.bsky.social,245,540,
at://did:plc:5uahexd6wlinp35ly2m4zgnn/app.bsky.feed.post/3le5e47k7yk2b,bafyreias5dci2fus2vwvc45oqun6ntye3cucvm6smlymmx4eoijcrt4wuy,post,2024-12-25T16:13:58.140Z,politifact14548,17,0,stephenjacobsmith.com,8047,526,
at://did:plc:ssvmae2l3zfwb6re4chhne5q/app.bsky.feed.post/3le3rmf376s27,bafyreia2m57k66keefwwr4cgj5lbaodpddls5pvjythlpimsao4mzascuq,post,2024-12-25T01:10:19.983Z,politifact14548,0,0,kwirl.bsky.social,125,110,
at://did:plc:zi4yt66o5qytp3dm5e2qgfcd/app.bsky.feed.post/3le3fvi22ds2o,bafyreiep7jnpgggn5equha37frmg2nqdvaqsuzdkjsnj7wxhxxcmjuv5ee,post,2024-12-24T21:40:40.179Z,politifact14548,0,0,ericasco.bsky.social,136,298,
at://did:plc:oq4ri2q4l733g2ykub7bahpc/app.bsky.feed.post/3le32qabw522y,bafyreidfimbmfgqp3lukgzmn5edwoimfqhhz2db6malmkqqkc4sizm366u,post,2024-12-24T18:20:53.116Z,politifact14548,0,0,mumbly-joe.bsky.social,1659,1747,
at://did:plc:zxttpm7blvj6fk53wzilczeu/app.bsky.feed.post/3le2tpfc2e22l,bafyreicdyorw5lbdzihg2x3t4gvct36z3v4sjs6a3dn4zlglbnpijhd64y,post,2024-12-24T16:15:08.606Z,politifact14548,0,0,awelch744.bsky.social,338,401,
at://did:plc:uzfhqujf4iq4iilhsetxvkfe/app.bsky.feed.post/3le2nf34qhc2x,bafyreidipstdohiz26r6booecdmrxnobroh672fx7e3qhl5pl37m4tsu74,post,2024-12-24T14:21:59.962Z,politifact14548,8,4,nyssa0459.bsky.social,1623,2652,
at://did:plc:dkibknn7zo34yr4q4shyvaxi/app.bsky.feed.post/3le2l7blgx22e,bafyreidjshqbufzthb5eyzwjwbw5eyfwv27n6fjmcwddiie3z73jo6pwdi,post,2024-12-24T13:42:57.924Z,politifact14548,5,0,rachbarnhart.com,724,346,
at://did:plc:uaunj6dgdw6shsafalkjchr5/app.bsky.feed.post/3le2fad5tjg2k,bafyreicnh3nj75gc4fauvwf42vuwqp6vtblpkyr5bghe3k54zcnmcooahe,post,2024-12-24T11:56:10Z,politifact14548,0,0,wallafrica.bsky.social,21,0,
at://did:plc:5ti643hmmlxp5cxktiyy4gau/app.bsky.feed.post/3le4yptc2gk25,bafyreih2oh3hg4jbb6m5jdz6bunha72ftzk6gk3czya7khplkflvkwhtta,post,2024-12-25T12:50:11.454Z,politifact13515,0,0,timanderson.bsky.social,211,376,
at://did:plc:kty6jpnk6eg53qjxk2anzio6/app.bsky.feed.post/3le34ee6tq22h,bafyreihwpjxwgck45xlxpdcqeqq254i7q2lgug63jaxalb4ylo4obc7p5i,post,2024-12-24T18:50:02.041Z,politifact13515,5,0,trevm12.bsky.social,129,127,
at://did:plc:t4yfpwlgof6swxa2hnp73q7m/app.bsky.feed.post/3le34aulof22n,bafyreidxyvdmqy7pt7kzib2vj6y3maphsnu3iwro6lmsg6clfo7bdvz53u,post,2024-12-24T18:48:05.021Z,politifact13515,0,0,black-sheep-0ne.bsky.social,508,581,
at://did:plc:rqwqw4pnefkpqwhb7imdlpye/app.bsky.feed.post/3ldzwng6tyk24,bafyreicplulawffrk3uu5vzn7razat7znd4l6xzuktgvdgyydguelhto4m,post,2024-12-24T07:35:03.937Z,politifact13515,2,0,oculuris.bsky.social,1320,2474,
at://did:plc:sij7wzttoxd3ujhhnptqb3c5/app.bsky.feed.post/3ldzlknm3622s,bafyreihtrdc6zer2koo4hzbdfp2y5aqbhbkehm7omvxlbxeabxtafohni4,post,2024-12-24T04:16:39.889Z,politifact13515,1,0,saklad.bsky.social,145,233,
at://did:plc:ibi6dn5knbqo3prtoxvpgrdx/app.bsky.feed.post/3ldyzj37ihk2u,bafyreifbw3jl3mtlmyre6hdnxp2yik3wlnmjiv2e52t6xc4btjmlkwiq5e,post,2024-12-23T22:53:39.694Z,politifact13515,0,0,disney4eternity.bsky.social,1299,2822,
at://did:plc:r4g6lkrragxve7hv4evyfgvh/app.bsky.feed.post/3ldt45am3t22a,bafyreien6pyoqwvyxdghkno275bockasgijlgmbon2gvgzxih5kuwrnovm,post,2024-12-21T14:24:45.492Z,politifact13515,1,0,aoxxi.bsky.social,307,185,
at://did:plc:rv76cagqnnmi2slyl7ekgxf7/app.bsky.feed.post/3ldogkbfick2l,bafyreibzadhi3jgko62r7pl222wggu3r6u3muzglxudb63l2oar4bmdjia,post,2024-12-19T17:47:41.259Z,politifact13515,0,0,allynwest.bsky.social,569,1272,
at://did:plc:ttwbbbovrha6dt6e3oncskyt/app.bsky.feed.post/3ldj7ve5a4e22,bafyreiegi2ubvj6ffjscg56saitawrr5sginmw353wac5tuzlhc75wxswm,post,2024-12-17T16:05:12.000Z,politifact13515,0,1,jemmesedi.c.im.ap.brid.gy,17,0,
at://did:plc:ajfd4hfvlvuz535i5ier2imu/app.bsky.feed.post/3ldhhr26kfc2o,bafyreignbzhy6zws3pvtrmjobbosdandcsl3esm5jfsjsbi3afkhtcfmbq,post,2024-12-16T23:20:44.143Z,politifact13515,0,0,lluaces.bsky.social,5856,1981,
at://did:plc:ldzrmqr4psxu22cjnnwka7vm/app.bsky.feed.post/3le7mipeer22g,bafyreia5zvow3weti4zlysys5llh5utuffk2d4zfq6ujltiptexri5myzy,post,2024-12-26T13:49:26.796Z,politifact15256,1,1,charlotteraven.bsky.social,400,497,
at://did:plc:smlcs4gzr5rdjans7j2fq7y4/app.bsky.feed.post/3le7lg36gjs2m,bafyreigxfy3n5fgbbs5ak5nngbtev4lxnrfmdtstioowzwmqnxb55radiq,post,2024-12-26T13:30:04.779Z,politifact15256,2,0,capecodpostaah.bsky.social,3900,4820,
at://did:plc:6m7q3x4zauz744f2cywckmvw/app.bsky.feed.post/3le7gj4cfq22a,bafyreifptdq667ivxcxrwvgzxfyftiafl73klqvnql6hmoa5buxb6q3s5e,post,2024-12-26T12:02:17.913Z,politifact15256,1,0,aspieengineer.bsky.social,589,221,
at://did:plc:qn3e2tagcpf5vdkejjkorfrm/app.bsky.feed.post/3le7ggwka222r,bafyreigbyxwwulw375buoaovvoniqravtoknncsvwf4wg7nz2w2eobaote,post,2024-12-26T12:01:04.769Z,politifact15256,2,0,craigfaanes.bsky.social,414,331,
at://did:plc:q6mraw5bsmbw6ae4nz2nrple/app.bsky.feed.post/3le7fmdzlgc2v,bafyreies2bt75gs2tno4tt3jh4ysu2vm7i7zsqn43zgh535xqibcw2xdry,post,2024-12-26T11:46:12.934Z,politifact15256,0,0,cba500.fellas.social,5801,5932,
at://did:plc:htc4yvjdrd5cebq7x6ezlg6o/app.bsky.feed.post/3le7edbi7ms2r,bafyreic4jiikrazlfydbuqggrfotbdbcyks23jc72ga2w5dt3ht4v5ducq,post,2024-12-26T11:23:14.535Z,politifact15256,0,0,nurseratchet2u.bsky.social,72,320,
at://did:plc:jfnt3ywse4pvskkngzdpsofa/app.bsky.feed.post/3le7e3wgtzs2b,bafyreidwlcwby6zjy3n7nhwnzbfak46emqinbr7ikju5jlstyrwl45yivm,post,2024-12-26T11:19:08.076Z,politifact15256,1,1,crotopolice.bsky.social,3,10,
at://did:plc:kbdhf3ddfbthxguentuv2nnx/app.bsky.feed.post/3le7bue5m6d2i,bafyreiabk5wmbg3e24pf4tt3yiwvv3vxf5tisloditwnu3vzzbfq3pd6pu,post,2024-12-26T10:39:06.534Z,politifact15256,1,0,mlindholm325.bsky.social,3896,9073,
at://did:plc:3dqoc6e6ei5ehpejn7ay3gw2/app.bsky.feed.post/3le75ovzqns25,bafyreib6yrqknd5ig5kelwv65pacnukk3znyeatbqljlfnkidv3ot5zzhy,post,2024-12-26T09:24:28.988Z,politifact15256,1,0,vangeditor.bsky.social,124,5,
at://did:plc:o6ovqnvmgycodnbaz2xkslza/app.bsky.feed.post/3le6xzhfv622i,bafyreibczhmpp2kcyenhi46ku4oj6f3ond6oy5hr6c52cmfoqlu4owjnme,post,2024-12-26T07:43:00.304Z,politifact15256,0,0,timespace101.bsky.social,5,2,
at://did:plc:fkpg2nmdux5jxsykgsicpjkq/app.bsky.feed.post/3ld55k356sk2x,bafyreifstmsuxb7liaqc3bqe35ua5abmh7mkuuf5qbfodlhjzqvzo75tea,post,2024-12-12T20:51:15.463Z,politifact14769,77,8,hels.bsky.social,58349,408,
at://did:plc:vqtakzi5bityrtbjj4cfan4l/app.bsky.feed.post/3l7yiywpr2c2b,bafyreicsdxmaa74nuvzqbij2xllznhpxxkfcamnktshapr2fa4rb6426ia,post,2024-11-02T20:17:31.733Z,politifact14769,46,8,bubbaprog.lol,56732,1125,
at://did:plc:vvsgargkd63beo6qsl3hwjvz/app.bsky.feed.post/3l7tauz632t2h,bafyreicz64mueet5lwjy2c5ft7hwbklzf5zoz5gpgrf6hz75s2hev5aeni,post,2016-03-02T02:32:39Z,politifact14148,0,0,gabrieldread.bsky.social,16514,1887,
at://did:plc:l226r5fuqkfv3g7hbewts7br/app.bsky.feed.post/3le7mag6eys2m,bafyreicgsvj55pzgdehsmt2hcx6fl7iwq7ixqvj46ohpteh3xv36khlmmy,post,2024-12-26T13:44:48.723Z,politifact14831,1,0,teacakeuwu.bsky.social,340,3998,
at://did:plc:hha3qpqtflg5m4ltrx6be36r/app.bsky.feed.post/3le7m5xv4zs2z,bafyreiahxgdgf6xiyxzwzc423uf55isluyfzjbnwoha2z6eiprblolrmki,post,2024-12-26T13:43:26.635Z,politifact14831,4,0,geegeeakili.bsky.social,8132,8398,
at://did:plc:47akef6yvmjf7sh2btjhgghb/app.bsky.feed.post/3le7lzpyirs22,bafyreiad56ulyu3wkeeg5lteoe7epq4top4eeehwuje3u3inji4bzkwfeq,post,2024-12-26T13:41:04.093Z,politifact14831,0,0,mdtransunity.bsky.social,17,4,
at://did:plc:jkj6bzzu3oxt5veb2ffmfdqd/app.bsky.feed.post/3le7i6fty5k2e,bafyreigvdqnmknglff5hl7wctodquc5btczaygw73z6ecvirhiojeqe3ni,post,2024-12-26T12:32:06.311Z,politifact14831,0,0,desu678.bsky.social,4,17,
at://did:plc:jkj6bzzu3oxt5veb2ffmfdqd/app.bsky.feed.post/3le7i5yvz3c2e,bafyreidc2z667y4gqewr7rwicarwgdzw4xmaqg5y7ly73xfwrie7pkpxpq,post,2024-12-26T12:31:52.746Z,politifact14831,0,0,desu678.bsky.social,4,17,
at://did:plc:jkj6bzzu3oxt5veb2ffmfdqd/app.bsky.feed.post/3le7i5j7kxc2e,bafyreifuiqpemwfsczvoks3ithewe2iregnqsjmjwy36oqi46h4azwdooa,post,2024-12-26T12:31:36.281Z,politifact14831,0,0,desu678.bsky.social,4,17,
at://did:plc:jkj6bzzu3oxt5veb2ffmfdqd/app.bsky.feed.post/3le7i4etuoc2e,bafyreid2vicnsho3qrhcelg3i6eqweawn3oeurr32lcqwbgwlgawuz5awa,post,2024-12-26T12:30:58.149Z,politifact14831,0,0,desu678.bsky.social,4,17,
at://did:plc:jkj6bzzu3oxt5veb2ffmfdqd/app.bsky.feed.post/3le7hzgsulk2e,bafyreig7qb7b7z64ype7v6zwfbfqmiz6w4au5yqstxwhazxjorzabwzt2y,post,2024-12-26T12:29:19.550Z,politifact14831,0,0,desu678.bsky.social,4,17,
at://did:plc:wuxmws6nenvmcj5su7swqz5v/app.bsky.feed.post/3le7hvxwjpk2h,bafyreihhlwu5mb4r5j5xouppoigz4meeabzlaqikcfnplnxe3mzjdd6hzy,post,2024-12-26T12:27:23.278Z,politifact14831,0,0,muhammed99.bsky.social,60,171,
at://did:plc:jkj6bzzu3oxt5veb2ffmfdqd/app.bsky.feed.post/3le7hukgjw22e,bafyreibkxppyfrm6qa2h44euicvuoqydacajohgbqu6wcjapr2pkgypqly,post,2024-12-26T12:26:35.568Z,politifact14831,0,0,desu678.bsky.social,4,17,
at://did:plc:cgdxrotc6m3fyyhdd2p6uim3/app.bsky.feed.post/3le6jnlqz2224,bafyreif5qsofbnfr5dxo74ziclsrhlwfnxe7r5laudt5zsouucm2pgyd74,post,2024-12-26T03:25:49.824Z,politifact13731,0,0,sublimedevolution.com,109,142,
at://did:plc:cgdxrotc6m3fyyhdd2p6uim3/app.bsky.feed.post/3le6jltmzec24,bafyreiafogehnxdexo3kyp6hmpihy5rkct4fhn5uvs4nkwxkab4fginy7i,post,2024-12-26T03:24:50.973Z,politifact13731,1,0,sublimedevolution.com,109,142,
at://did:plc:6ooqzlqn2xvyyoupuhmbfxwe/app.bsky.feed.post/3ldygipox5s2f,bafyreic536jwj6cqumrpzrp6vetys7dv4dpxkyzbb6a3jxmfkii3idc7pa,post,2024-12-23T17:13:26.523Z,politifact13731,0,0,123xyz.bsky.social,259,57,
at://did:plc:t745w7viavuqkz5z22i7p274/app.bsky.feed.post/3ldyakwk3wk2e,bafyreihrcp6dylvr26kc3ktbw7i7mrddtg2bq3zh224fa3xszcbwr5h24i,post,2024-12-23T15:27:18.363Z,politifact13731,2,0,davidkdejesus.bsky.social,563,1652,
at://did:plc:erxb4ejvkm27lqnzihezbzjp/app.bsky.feed.post/3ldxfmxprf22v,bafyreiesger4uvxowj5jze2ormcmnmtytu4h5f6k7xtotw6uxg7fxirtqy,post,2024-12-23T07:25:15.668Z,politifact13731,0,0,missymouse905.bsky.social,678,1265,
at://did:plc:7i4hhdoonlhik4skfiuqt4ke/app.bsky.feed.post/3ldwcftg3y22g,bafyreicu57dv5smtahzrtgm3zan7ro2onbe3u7p4vvrfoctwmy2gx33gua,post,2024-12-22T20:54:55.320Z,politifact13731,0,1,basialauwers.bsky.social,1737,1998,
at://did:plc:mhqnbglrgmwiuz3kgexbi7uf/app.bsky.feed.post/3ldw2u2hg4x23,bafyreigzn2wbab5pylsm24locsrulrsdx3ldx4inbydau2h76bmtrbxiju,post,2024-12-22T18:39:42.168445+00:00,politifact13731,0,0,toppnews.bsky.social,38,33,
at://did:plc:mhqnbglrgmwiuz3kgexbi7uf/app.bsky.feed.post/3ldw24m6g522n,bafyreievg6ox7imqqul54cut5w44txeaykr6lr7pif3v3nhrs3m5u2ib4m,post,2024-12-22T18:26:35.429194+00:00,politifact13731,0,0,toppnews.bsky.social,38,33,
at://did:plc:erxb4ejvkm27lqnzihezbzjp/app.bsky.feed.post/3ldvvaobs222l,bafyreievjywilathbdkz5w6ej37b2eeuqgn6b35hcvcdjnu6zvcqknxphy,post,2024-12-22T16:59:23.502Z,politifact13731,0,0,missymouse905.bsky.social,678,1265,
at://did:plc:ythxwupqgtkhhdotj3nzhjsv/app.bsky.feed.post/3ldvuvenubs2r,bafyreihugukshek3myybwbye2e73hnhq754g5ibtk6t3vforx5vl42nu5i,post,2024-12-22T16:53:04.330Z,politifact13731,0,0,plavius.bsky.social,4,1,
at://did:plc:p6wdp7zu5lulizsy5nlpk7ue/app.bsky.feed.post/3le26rr2ves2l,bafyreibvxdnoopc4sjauj5a35twth6rkltfy27uzshzucadioi2hh7rdgy,post,2024-12-24T10:00:39.496Z,politifact14498,5,1,badfeatherplukr.bsky.social,56,44,
at://did:plc:opxugu24aezbya67koracyg3/app.bsky.feed.post/3ldjiv2xe2k2d,bafyreigs7c3dpxgdmoch3hkuanw3sx7c2vzjcdxukbbh5wkrri3xgdbb4u,post,2024-12-17T18:46:12.395Z,politifact14498,2,0,tenderoni88.bsky.social,1162,151,
at://did:plc:lcyirl3pcrw2n4oxmjnuzbwt/app.bsky.feed.post/3ld3ftordnc2s,bafyreigdrdcmdruqmsfrgwyty66wesvsnbj4tbh6bst46nedqpnray2vfa,post,2024-12-12T04:14:28.497Z,politifact14498,1,0,photoniknafo.bsky.social,2136,901,
at://did:plc:qj6xop36vb6zxhy2mxt7vebl/app.bsky.feed.post/3lcrovihznk22,bafyreigzkfss4rkps45itxephlxwsqozxshfg46iyy7eoptfxspe2vldbe,post,2024-12-08T07:29:55.303Z,politifact14498,6,0,keetfeet.bsky.social,355,293,
at://did:plc:3skhpv6dupceyzvb464s5roe/app.bsky.feed.post/3lcra7y5dok2c,bafyreidkimms73cmcxjas7nm76cqschjalnmjljucoqq3zkzwdi63hdpyu,post,2024-12-08T03:07:21.142Z,politifact14498,23,3,wotseries.com,1776,58,
at://did:plc:3wjgc5rspmd2kxpoatvqwhlc/app.bsky.feed.post/3lcifnotmi22k,bafyreida7ibnjmrq325t3zfrng5wxxao4cjsuuivospngjddimx4ipyol4,post,2024-12-04T14:50:32.205Z,politifact14498,2,0,inevio.bsky.social,70,95,
at://did:plc:3ta5rpnthsxkf3itrlzajhq3/app.bsky.feed.post/3lc474r6tg226,bafyreicexohe4n6p2nfsi6mcbm4prqo63a5rm5e4j2shbpxtfyvdfcqm4y,post,2024-11-29T18:21:44.944Z,politifact14498,1,0,bangaroo.io,346,253,
at://did:plc:l55ju7wa7zssmbbtlklrqx7r/app.bsky.feed.post/3lbnc6hou2k2a,bafyreibvvl7ajayljisqx7cwd23nqlb666u4evocdzylauktfqq5ygpc2u,post,2024-11-23T20:06:27.236Z,politifact14498,140,6,nixostorme.bsky.social,9024,3589,
at://did:plc:sliepdo62n2vfp7lo42zblgj/app.bsky.feed.post/3lbddtjajos2s,bafyreicfymb4m7etres5l6edakhcpted7oeftaxigxkqkdwxufdpyndxqq,post,2024-11-19T21:09:29.860Z,politifact14498,0,0,claresaxon.bsky.social,529,1102,
at://did:plc:4abml3cc7kuqm55uztzoywrm/app.bsky.feed.post/3lbd4umox7s26,bafyreid6ymezmu7iqi6v6t4dbiseddgwtsk7slx7s5lxootwwwlillnleq,post,2024-11-19T19:04:50.851Z,politifact14498,18,7,newslit.org,8214,1264,
at://did:plc:fkpg2nmdux5jxsykgsicpjkq/app.bsky.feed.post/3ld55k356sk2x,bafyreifstmsuxb7liaqc3bqe35ua5abmh7mkuuf5qbfodlhjzqvzo75tea,post,2024-12-12T20:51:15.463Z,politifact14769,77,8,hels.bsky.social,58349,408,
at://did:plc:vqtakzi5bityrtbjj4cfan4l/app.bsky.feed.post/3l7yiywpr2c2b,bafyreicsdxmaa74nuvzqbij2xllznhpxxkfcamnktshapr2fa4rb6426ia,post,2024-11-02T20:17:31.733Z,politifact14769,46,8,bubbaprog.lol,56732,1125,
at://did:plc:6pgxkebhgmetkfwbuuygi3uw/app.bsky.feed.post/3le656lgz3k22,bafyreigvtvov4e2fxx53zmio7swaimsj6uwn4gb5f45ocpfftdhnlierpy,post,2024-12-25T23:42:28.689Z,politifact15584,5,0,benverschoor.bsky.social,189,454,
at://did:plc:4fbn3dhi75uo2vgmrkijnimc/app.bsky.feed.post/3le3k4e7g7c24,bafyreid53x7vsqy4tifi3e6aor5f6xsxoqguzhedhhs3vuxtxlpqbc5shy,post,2024-12-24T22:56:06.002Z,politifact15584,0,0,sgeez.bsky.social,458,626,
at://did:plc:eo7s66d2p3ddcyiwy46kju5s/app.bsky.feed.post/3ldh7zcmuw22n,bafyreifsrx5t2p466dkzbrwef6ldoh3bsonswbyo5htcjf6mokkaipix6y,post,2024-12-16T21:02:11.488Z,politifact15584,5,0,bad-m00n.bsky.social,243,132,
