post_uri,post_cid,type,date,news_id,like_count,repost_count,user_name,follower_count,follows_count,retweet_date
at://did:plc:36ovml2uuovmc5hzzb433xgq/app.bsky.feed.post/3ldwtdbpxms2f,bafyreibjcnqboy5vjg6jfinl3szwi6ul2slutxjlibrpctxzxlkppil4hy,post,2024-12-23T01:57:43.271Z,gossipcop-832300074,3,0,vtben.bsky.social,3644,453,
at://did:plc:hrajezzj4q2pyrzbfnak6mxo/app.bsky.feed.post/3ldwrwdgrpz2c,bafyreihsb3jerxtamgw55ngtlf4xnyjp4wpxgeohhryqkqy5b7nqdahfu4,post,2024-12-23T01:32:34Z,gossipcop-832300074,0,0,geraldsaunders.bsky.social,221,128,
at://did:plc:hmtc2v56qvql6wm4gj5kicch/app.bsky.feed.post/3ldvgkkjzak2d,bafyreifukvzfratt65tr2j3lwd2nmekgz6rancnf74xp7jjmrdcrgsnexq,post,2024-12-22T12:36:27Z,gossipcop-832300074,0,0,leafatlas.bsky.social,39,1,
at://did:plc:cqru3cmlzbhq4choeoa6n6ia/app.bsky.feed.post/3lduhf7buek24,bafyreicsurloywoznql4mh6e6trekd26o3qx5zpd7gaaao5t77fecbszo4,post,2024-12-22T03:18:43.441Z,gossipcop-832300074,1,1,agelesssbeauty.bsky.social,350,103,
at://did:plc:xwlptz2e2e6pfxpn3s4nnx3w/app.bsky.feed.post/3ldtq2w6kek2e,bafyreic73ytecsfq4olt44n37zxoxpf5s4giwbbwzspnc3jvip7pqumium,post,2024-12-21T20:21:22.289Z,gossipcop-832300074,1,0,laurafcerqueira.bsky.social,171,124,
at://did:plc:wqldzbhojkgv5brszqrefziv/app.bsky.feed.post/3ldt4wge5o22q,bafyreigpx2jvn2xgohuosqkdy6jakvnanipvbqyr2bnx7fdman3tvztlzi,post,2024-12-21T14:38:50.383Z,gossipcop-832300074,0,0,paulicat.bsky.social,148,204,
at://did:plc:xc2rkqp4ofzrkb2jzegvqjyq/app.bsky.feed.post/3ldrj6fs7tc2q,bafyreifxgfsbgyfgiww4eck4u6lksf5zt6detjn2evyirtww6yptlojjoi,post,2024-12-20T23:12:43.658Z,gossipcop-832300074,1,0,jimmyrabbitte.bsky.social,47,87,
at://did:plc:zy7qczq6shyopf6op2m6jiqs/app.bsky.feed.post/3ldrflghmda2y,bafyreiaftd536edneinangttq6oxydx7mjfp3fhqnux77v35ciikndoiyi,post,2024-12-20T22:08:25.355716Z,gossipcop-832300074,0,0,backgrid.bsky.social,26,11,
at://did:plc:jiqppb3vymtquebk2yatb4mw/app.bsky.feed.post/3ldpfsuodks2q,bafyreidvwchcb43swuvef4p6nhud6dgpleogko5fpecpt2kcyaqdd5aqd4,post,2024-12-20T03:07:15.904Z,gossipcop-832300074,1,0,captantagonist.bsky.social,2840,393,
at://did:plc:sxbfu7giy35hcpekhb7khwer/app.bsky.feed.post/3ldpc2stmb22g,bafyreiakluhzkw6snswr445jg24bxo3o4x4b4z62ocvlfwrfcprtvx2v5y,post,2024-12-20T02:00:04+00:00,gossipcop-832300074,0,0,inbella.bsky.social,242,1,
at://did:plc:ck7aajho5ziqo6lrs64rm4oc/app.bsky.feed.post/3ldoy5s6z4h2l,bafyreib7uvhaewcdlwv4l3y7i7ovhme3ychnvsrmmy2c7g32eaafc2fski,post,2024-12-19T23:02:49.817Z,gossipcop-832300074,0,0,nypost.com,235,3,
at://did:plc:hcyf3mmftm3iyvvqfdl7ovqg/app.bsky.feed.post/3ldokbc4nlo22,bafyreifjpzn64eb4ekgvxf23dfjndayvjd2tdmyeumgprxekuewrucifti,post,2024-12-19T18:54:14Z,gossipcop-832300074,0,0,eldinerolat.bsky.social,37,0,
at://did:plc:7wtekk52h6b2uufe576zgyyz/app.bsky.feed.post/3ldo5q7gqze2c,bafyreihgdlr7xeo3rjrytkigjbwtq7hbr7pg734dls6h5mqpd6lgwh24ea,post,2024-12-19T15:09:55.462Z,gossipcop-832300074,0,0,kiitn.com,41,1,
at://did:plc:2ivmk4zx7smiiteksos23xvv/app.bsky.feed.post/3ldn5tic7ok2r,bafyreibqbvky6cm4j6ufjkwlyzq2dl4vp6qgzxikdtqrxqrzlrpkmahwx4,post,2024-12-19T05:39:07.066Z,gossipcop-832300074,0,0,hueyrocks.bsky.social,101,32,
at://did:plc:aaexhsgmf6ldow3d6pppubtl/app.bsky.feed.post/3ldmmpulmc22m,bafyreih7aax664o6d6gnkhi6rmwkboepnb6znphwusgbrlf4lv7of7foni,post,2024-12-19T00:32:52.129Z,gossipcop-832300074,0,0,karin2024.bsky.social,206,368,
at://did:plc:3nuuyfu76wspnrc6hmfrhasz/app.bsky.feed.post/3ldmenvc6g22l,bafyreihxsidpjo7zf7itnl6m7v3ja3lkjserkowm4ff35wlqjlomamsxti,post,2024-12-18T22:08:35.825Z,gossipcop-832300074,0,0,rdm23.bsky.social,279,257,
at://did:plc:wuxzh3bcm6ketmexwv5ezc6y/app.bsky.feed.post/3ldmefecy2c23,bafyreicm2jg3zrxemmcxeqwphcemfmqfsypawuyiw7aeusqldby3rcvg44,post,2024-12-18T22:03:49.590Z,gossipcop-832300074,1,0,guyvollen.bsky.social,157,200,
at://did:plc:fo7i6hkenddxixowtpop2ywl/app.bsky.feed.post/3ldmbip3dqs26,bafyreiakalsdcqivpkjuy2wvogjtn3623vtiyqplimqgzcz2ujrbua3wya,post,2024-12-18T21:12:00.304Z,gossipcop-832300074,14,0,edwardkoenning.bsky.social,143,556,
at://did:plc:xg5uhct3wkvqgmuqwx5fc3ri/app.bsky.feed.post/3ldlshdcb5c2k,bafyreiaaaxqckfh7le7kd3jqf5y6rauxdpkdc35r5eqems5eahcv32tbym,post,2024-12-18T16:42:48.264Z,gossipcop-832300074,0,0,jons1977.bsky.social,58,85,
at://did:plc:nm52xwazkbaqk5twclqywmub/app.bsky.feed.post/3ldk6zs3jqk2y,bafyreibqmjgtnkzxsbvd2huci62c3erhnyusn4li5zm6y74euvgz5cjwry,post,2024-12-18T01:22:33.186Z,gossipcop-832300074,2,0,bret-heartbreak.bsky.social,412,354,
at://did:plc:rmkcdimgclgzn575llu6nh7u/app.bsky.feed.post/3ldjjocqjma2g,bafyreif65bkdqtkin3ic46eihrvds6jroubilfnpn6466hdivuvrpwvkxe,post,2024-12-17T19:00:19.040Z,gossipcop-832300074,0,0,hollywoodbox.co.uk,45,4,
at://did:plc:xg5uhct3wkvqgmuqwx5fc3ri/app.bsky.feed.post/3ldjbjiepbc2g,bafyreic2tk66767mzei7xnvbdy3nmtbgvzlxdqmswbmi6buafbk42afahi,post,2024-12-17T16:34:27.610Z,gossipcop-832300074,0,0,jons1977.bsky.social,58,85,
at://did:plc:xg5uhct3wkvqgmuqwx5fc3ri/app.bsky.feed.post/3ldilb4iksc2g,bafyreibibuuad4to3uiheh7ewa6kizxgza4gom5jxkmbh67ub4g22jaaka,post,2024-12-17T09:56:04.389Z,gossipcop-832300074,0,0,jons1977.bsky.social,58,85,
at://did:plc:5pzlvvs6fwgkd4rnnji35pne/app.bsky.feed.post/3ldheiwsics2p,bafyreicfqyy4qcfqgyq6k6sigdhn4ogxh4tzrzaqxcg2o4imt7z74w3gry,post,2024-12-16T22:22:30.944Z,gossipcop-832300074,2,0,503jason.bsky.social,646,439,
at://did:plc:5pzlvvs6fwgkd4rnnji35pne/app.bsky.feed.post/3ldgujswtzc2s,bafyreidr33362bjbgwrdvlohl4z2vpzhnyq7uoa2y3wt3bhtbi4xqkrhye,post,2024-12-16T17:36:40.578Z,gossipcop-832300074,1,0,503jason.bsky.social,646,439,
at://did:plc:sxbfu7giy35hcpekhb7khwer/app.bsky.feed.post/3ldfoutgi2f2i,bafyreiarnvpx7yrftpuxf76war7pwmoclorrvfzqv5gf46xnjgdbyg3c34,post,2024-12-16T06:22:45+00:00,gossipcop-832300074,0,0,inbella.bsky.social,242,1,
at://did:plc:lkb7jivx7ahvl6xr3j45gunr/app.bsky.feed.post/3ldcdxgf5x22q,bafyreidodpcocuihyd7ctdpzrqdqrqypnbb4zsjm7h2fr6fnqxgdmcdwna,post,2024-12-14T22:29:24.606Z,gossipcop-832300074,1,0,ebadofsky.bsky.social,7349,6927,
at://did:plc:3zrr6zmmtkevnb2ssibsisdb/app.bsky.feed.post/3ldawm5qq3c2n,bafyreiew7pddd4nw4mqxqkmsgq55ngws3wym4mquiign4ewar3mv6k2gsi,post,2024-12-14T08:57:48.073Z,gossipcop-832300074,0,0,minghow1.bsky.social,147,3,
at://did:plc:ebxnxw7grwuiy5ee26p4xc2k/app.bsky.feed.post/3ldatrhypu722,bafyreiaq7p3arvtd236rt36xe4lku6ghdmgpibe5giaaqzrn2w2dy7tyum,post,2024-12-14T08:07:05.276Z,gossipcop-832300074,5,0,altocello.bsky.social,799,325,
at://did:plc:qhurtgpjxxwwuvoiaybfjtoz/app.bsky.feed.post/3ldah32mhrs2i,bafyreihbj6ouwk6zoofzfbxhjv5272n7p6zsn7477gu2j4cuzpalvzul2u,post,2024-12-14T04:19:48.232Z,gossipcop-832300074,0,0,tinkolpod.bsky.social,10,156,
at://did:plc:osg2vzhifd2tjfsvfwua7scy/app.bsky.feed.post/3ld5lba77ps2n,bafyreicq5qd4j26jas6dk5xtxol7kfou5awz77cmsup2xhdbdlzg3nrjde,post,2024-12-13T00:56:51.158Z,gossipcop-832300074,8,0,symbo1ics.bsky.social,3839,3868,
at://did:plc:56ksfjl6ahfyrmoovl5ihgi4/app.bsky.feed.post/3ld5aldnirc2f,bafyreigbwlyefalvitm4evo52ls4fhid3vonfgejgua7sf7aiy27rgmscq,post,2024-12-12T21:45:39.169Z,gossipcop-832300074,6,0,majorottesen.bsky.social,220,145,
at://did:plc:dasa5vkrzh7xz5lk62ls3mwj/app.bsky.feed.post/3ld527gemy22s,bafyreifqjdd7htxsqkw7crpl5oryf6tdakxovp3pr5leoo56yck2juflim,post,2024-12-12T19:51:36.915Z,gossipcop-832300074,1,0,gingiesmom.bsky.social,1573,444,
at://did:plc:nel2lpiqlssyz2lkwq5vwzrp/app.bsky.feed.post/3ld4mexknwk2h,bafyreibcvdjtqy6rpw4syrb7d7fcipqluefewkbswzutoy7idlff2yuzbu,post,2024-12-12T15:44:10.329Z,gossipcop-832300074,0,0,confusedraptor.bsky.social,302,158,
at://did:plc:xi57nbeandfwgalmyzte3asd/app.bsky.feed.post/3ld4fq5sel22p,bafyreif36v73cy2lkgjev2kwkv6oxasushja55zuziewfvvmdvreonyzsa,post,2024-12-12T13:45:09.779Z,gossipcop-832300074,2,0,filledimbecile.bsky.social,36,62,
at://did:plc:efvrhgz4figy25be64hhjhsx/app.bsky.feed.post/3ld2l5276zk2m,bafyreihfyrrtsfbjckby2fndhmgi6xemy4kvcz5wk7carhwzt64yaqa4we,post,2024-12-11T20:16:31.337Z,gossipcop-832300074,35,1,honeybee223.bsky.social,2024,2398,
at://did:plc:efvrhgz4figy25be64hhjhsx/app.bsky.feed.post/3ld2k3dyg5s2m,bafyreigosbsptsppjit65mnzrh2phfndzkla6pxrtl44jrcb7j4rw4tj2i,post,2024-12-11T19:57:40.756Z,gossipcop-832300074,26,0,honeybee223.bsky.social,2024,2398,
at://did:plc:a6plm7in7h7xj3odunfkkqif/app.bsky.feed.post/3ld2fdsfris2r,bafyreiedqq3rr443b5ryniqum3mryquazqk7llskqncbh73376vgukc6hu,post,2024-12-11T18:32:55.697Z,gossipcop-832300074,0,0,synthseiya.bsky.social,59,93,
at://did:plc:ldbjoszolbeogwy45hxoaoqm/app.bsky.feed.post/3lczrv2uzd22f,bafyreidg4gsrivdjp3yqtrj2huuvpyskvyoskm3kymn7cwkr7tl5zgt6nm,post,2024-12-11T12:44:40.174Z,gossipcop-832300074,1,0,jermainelavender.bsky.social,383,167,
at://did:plc:gyh2uo2gybdway4ufrdoqpvz/app.bsky.feed.post/3lcz3grhi3c2y,bafyreibdfh5qv5pnhntniyhz66ihi4nypdif7f73f3dlkfshql3iiwalli,post,2024-12-11T06:02:58.218Z,gossipcop-832300074,16,1,lulamaybelle.bsky.social,5952,499,
at://did:plc:e2mw77vo6ztdsuhicb5bvf52/app.bsky.feed.post/3lcynhcid6c2y,bafyreia6sm4ldframqtz7ytw6sg5c5hlg4ylrlpgvscfapzufikhxzajje,post,2024-12-11T01:52:43.678Z,gossipcop-832300074,6,1,wildwest-ww.bsky.social,284,241,
at://did:plc:zy7qczq6shyopf6op2m6jiqs/app.bsky.feed.post/3lcy5zn2jtk2l,bafyreic33s3zji2abty267fbhxcj6d5bqhsumkx3fijpqpdh2rvjcmbwge,post,2024-12-10T21:16:38.875Z,gossipcop-832300074,0,0,backgrid.bsky.social,26,11,
at://did:plc:2vbzj7npcjyneq22rvgwhxfn/app.bsky.feed.post/3lcy5zlnuu52c,bafyreicsnz4vihapmv2jyeqxdiekyvvohciatdf3qswailrf2ocbfyndsa,post,2024-12-10T21:16:37Z,gossipcop-832300074,0,0,tmsnetwork.co,471,1,
at://did:plc:fjkhhzaa2wg7x5k25mhc3djr/app.bsky.feed.post/3lcxllbm54c25,bafyreibwm6zslf45p2bhbp5bjknwuyyc2msl4fzuhtycdex33wgd4ltaaa,post,2024-12-10T15:46:29.750Z,gossipcop-832300074,10,0,thirstfactory.bsky.social,723,27,
at://did:plc:7bsdfip2pn3fzeho2ag4xxgz/app.bsky.feed.post/3lcxl5cwyas2u,bafyreihexn3unclpjnl6tutj475a6j3yw7bolj4y4t3j4c4y26kdytfz3y,post,2024-12-10T15:38:41.400Z,gossipcop-832300074,2,0,profjradisson.bsky.social,200,894,
at://did:plc:qqqlqqgv4paov4z5l7kavqkb/app.bsky.feed.post/3lcw624rch22g,bafyreia6q4dfaxukuvwy2tud2p6rcc7d6ilr7yxfx2bysdbq454kfoqtmi,post,2024-12-10T02:11:35.877Z,gossipcop-832300074,0,0,buzzbot235.bsky.social,15,14,
at://did:plc:efvrhgz4figy25be64hhjhsx/app.bsky.feed.post/3lcvpcyif3222,bafyreictmgyv6unbwx6swqxngigdytrme6n7gxt5jvdnir5vqpqwuhm2wa,post,2024-12-09T21:48:07.222Z,gossipcop-832300074,7,0,honeybee223.bsky.social,2024,2398,
at://did:plc:de7pdkluxionydfgjjrjcvsx/app.bsky.feed.post/3lcvogzrars2b,bafyreiggt4e2lo6zs77e3qet4bq3kpf6sb5ujp7s4jxskqzgz3setrupzq,post,2024-12-09T21:32:29.067Z,gossipcop-832300074,0,0,rmlr.bsky.social,276,883,
at://did:plc:mzeafnu2fiz4jsuohywamioa/app.bsky.feed.post/3lcvocoduzx2s,bafyreiewxwfc2buyhhlnu5x76cfb3xwdoeijlfdnn3oqhuzbztbh2ayyvq,post,2024-12-09T21:30:02.666Z,gossipcop-832300074,2,0,dailymail.co.uk,8480,51,
at://did:plc:27nag7vnfugfrtevr44isdce/app.bsky.feed.post/3lcvbd3zwfs2k,bafyreifbmuwm3b4niajsgq7dwko4uyigzm6hnhxycqbmtf35i5xetwpx4u,post,2024-12-09T17:37:38.586Z,gossipcop-832300074,3,0,ggllee.bsky.social,1,1,
at://did:plc:k7rslm2hwgqb3o254t5g4uds/app.bsky.feed.post/3lcupgfnpni2y,bafyreicabzwnsefsione5zmzpohaiv7kabxva7hkohkmtncfcqqmswsac4,post,2024-12-09T12:17:21Z,gossipcop-832300074,0,0,thecityceleb.bsky.social,212,20,
at://did:plc:txpvrrw3a5ubxdv6iv6mamyr/app.bsky.feed.post/3lcu3tclcyk26,bafyreib4artep4yimk7ssapme5jndgnufkodyiwqhq3uu5ijv2bnsasvlq,post,2024-12-09T06:26:40.127Z,gossipcop-832300074,1,0,realnaturemagic.bsky.social,528,612,
at://did:plc:c3ftrbkfws54lects2pmfwn4/app.bsky.feed.post/3lctqm4thc22e,bafyreiezosbhx6s3rsnpmozjgvbvw5e4wkqblu263qnpg755bxcxdhgoly,post,2024-12-09T03:05:44.770Z,gossipcop-832300074,5,0,crittercolours.bsky.social,159,106,
at://did:plc:c3ftrbkfws54lects2pmfwn4/app.bsky.feed.post/3lctqlzpnwk2e,bafyreifpvpni5c2ijel6pdxqlz7ekgk4hnjvjqs4bce7zr2eh6d2nba5s4,post,2024-12-09T03:05:44.769Z,gossipcop-832300074,118,39,crittercolours.bsky.social,159,106,
at://did:plc:urfeshmwlpukgoq2keunzz3t/app.bsky.feed.post/3lctjbzvub22g,bafyreigpwzuhtn3ab4ghcdbauizgwym6dghxhjolgb2osmvq6l7jkp6ux4,post,2024-12-09T00:54:53.260Z,gossipcop-832300074,20,1,cassiepriameida.bsky.social,545,198,
at://did:plc:gux4bgamhxy3xwdvmnskvee2/app.bsky.feed.post/3lcsuix66uk2g,bafyreid6ilmzmsbksyovpyuxt5dg6kwigfdif6vi7ezmj6hjjk4s6n6fxe,post,2024-12-08T18:42:56.691Z,gossipcop-832300074,1,0,canalha034.bsky.social,534,496,
at://did:plc:e4lmw47emi5zv227bl5rqzle/app.bsky.feed.post/3lcsnuummg342,bafyreig7qpn2e7aws5q5ptxwque3sh2am2ns7kenyljxxl6sifbujmzpdi,post,2024-12-08T16:44:10.000Z,gossipcop-832300074,0,0,IngridHbn.mastodon.online.ap.brid.gy,34,1,
at://did:plc:6ezcgji3bu2byr7v4kphzulw/app.bsky.feed.post/3lcsnasmhys2w,bafyreiac3uiktcvvip6thnarjhydtphkvhwenkdmrfpy5oep6hba5rljt4,post,2024-12-08T16:33:07.282Z,gossipcop-832300074,7,0,armandoroqueccs.bsky.social,120,72,
at://did:plc:b7c5udx55tliae4bco7r43uj/app.bsky.feed.post/3lcqc33kwfn2k,bafyreifhp3dcwz4ceumwwznlemz2klmhsfg5aruf3ijfyjo55b4ilshpya,post,2024-12-07T18:07:44.577Z,gossipcop-832300074,0,0,jamiroqueer.bsky.social,3109,2632,
at://did:plc:36h6ttx2g23zqr4accilbvo7/app.bsky.feed.post/3lcoy6kcpf22q,bafyreihf2iilnte7i7s7vcynl3ycodjhfjbdc6cngjb2u7fqeedhlbi554,post,2024-12-07T05:38:03.673Z,gossipcop-832300074,1,0,lucidillusions.in,5001,392,
at://did:plc:6z62fzocjh7i2trr5usxsjac/app.bsky.feed.post/3lcodeq7lzk2j,bafyreih4jtnufghssfijw6nubuua7d7qjmjpgligppzpn73xhlv5e5hria,post,2024-12-06T23:25:42.609Z,gossipcop-832300074,1,0,kablue211.bsky.social,335,817,
at://did:plc:dn4d3d35e2q6s4mk6b36vwus/app.bsky.feed.post/3lcodcbwiws2d,bafyreicybnshvwmsmyhaemegobsooj2ckfh4533au2zggqv7yhnsovwjee,post,2024-12-06T23:24:20.528Z,gossipcop-832300074,1,0,dingledooiss.bsky.social,177,97,
at://did:plc:36h6ttx2g23zqr4accilbvo7/app.bsky.feed.post/3lcnzikpvi22k,bafyreie5z4pwjlvsctgqttrpfs2d2tutxwdhg4gozeytsnkzcdysq5f6pq,post,2024-12-06T20:28:53.655Z,gossipcop-832300074,6,1,lucidillusions.in,5001,392,
at://did:plc:fwj7zotmyotez4hc6dxrxbus/app.bsky.feed.post/3lclygqx2ws2m,bafyreigtilf5sfqexqgzzqowtjyao4bfvhsg55be3adtcaynttmf24d6ki,post,2024-12-06T01:04:39.854Z,gossipcop-832300074,0,0,kimkkh.bsky.social,1155,241,
at://did:plc:qibekerhliomnygyerg5qfvj/app.bsky.feed.post/3lcl44svpa22q,bafyreieasmlw73eal3k3mfb3brsc4sxzrotottcqqavi5cex4exj45g35y,post,2024-12-05T16:38:01.592Z,gossipcop-832300074,2,1,sealab2021.org,2082,1942,
at://did:plc:eqxkuwg7fxiozr5mqrj5q6eg/app.bsky.feed.post/3lckyjlluik2a,bafyreie3g4knsiei72wqmjdu3rpmt227yfvyswcwkwbe2b25sdtg3qubgi,post,2024-12-05T15:33:35.171Z,gossipcop-832300074,2,0,tombombadilya.bsky.social,759,894,
at://did:plc:paugqb347v55rdeau6ap22py/app.bsky.feed.post/3lckvjs5f2k26,bafyreibcs4gozghamilalq6o4ohwpbebygksivlvs25titlibdtzry7vny,post,2024-12-05T14:40:00.811Z,gossipcop-832300074,0,0,nedinska.bsky.social,894,2017,
at://did:plc:razokbexm3hwxufuiafgy533/app.bsky.feed.post/3lckqer6ezz2f,bafyreihq7paj3rb3z2my6usnqcw65vclwhtiukxjd63mhidiwjziaijp2y,post,2024-12-05T13:07:42.493Z,gossipcop-832300074,0,0,celebdeathmatch.bsky.social,8,24,
at://did:plc:z3ftyil7j3bdh5mpkyumykfl/app.bsky.feed.post/3lcjvfyezt22l,bafyreibcxrx6ccsuvtgg2bl5r4oki3xzpqbbnvyni6w2zgqawhp6qzdgvu,post,2024-12-05T05:05:13.397Z,gossipcop-832300074,0,0,shesfinetoo.bsky.social,469,77,
at://did:plc:m2qflun7qag3mw7kufxjcapc/app.bsky.feed.post/3lcifljsh4k2s,bafyreiez3njy6fveyfubqtxs6gcfgdkzphaawkfn4cwcrtvfspeksv2jje,post,2024-12-04T14:49:19.825Z,gossipcop-832300074,0,0,gavinesq.bsky.social,345,354,
at://did:plc:od522kmzeqhrkcbvc6qizou6/app.bsky.feed.post/3lcgesh4au22e,bafyreic3gw365xvlx3eoeplslucxnfazuif4uu6vqggu56yl7zksqw77fq,post,2024-12-03T19:29:58.658Z,gossipcop-832300074,3,1,agonistes.bsky.social,33,67,
at://did:plc:jb7yl4xymbxj4pheelk5mg7l/app.bsky.feed.post/3lcgdynsofs22,bafyreibl7vmkxgbjvkjffk6ttgl5a3twnav5p666oy5dauivpch4xmg5ui,post,2024-12-03T19:15:33.276Z,gossipcop-832300074,1,0,kwiaderny.bsky.social,46,61,
