news_id,average followers,average follows,repost total,post total,repost percentage,average repost,average favorite,label,news lifetime,nb users 10 hours,average time difference,retweet percentage 1 hour
gossipcop-6362183032,903.5828220858896,506.4355828220859,296,99,0.7493670886075949,4.075949367088608,17.926380368098158,0,12859,20,0.0,0.005063291139240506
gossipcop-6443705269,2048.7638888888887,302.44444444444446,56,196,0.2222222222222222,0.9206349206349206,5.675925925925926,0,3796,1,0.0,0.007936507936507936
gossipcop-6460819464,2034.0084033613446,1036.638655462185,14,100,0.12280701754385964,0.24561403508771928,1.361344537815126,0,229,100,0.0,0.8771929824561403
gossipcop-6689555762,1902.7,550.0615384615385,326,99,0.7670588235294118,10.67764705882353,12.576923076923077,0,26654,1,0.0,0.004705882352941176
gossipcop-729165122,953.7355371900826,557.8429752066115,94,100,0.4845360824742268,2.0618556701030926,5.115702479338843,0,58864,5,0.0,0.005154639175257732
gossipcop-7302050641,812.7894736842105,2254.0,18,12,0.6,1.0,4.421052631578948,0,24991,1,0.0,0.03333333333333333
gossipcop-7351488328,359.0,173.5,2,1,0.6666666666666666,0.6666666666666666,4.0,0,0,1,0.0,0.3333333333333333
gossipcop-7411686847,9078.281481481481,917.8592592592593,286,93,0.7546174142480211,5.741424802110818,9.2,0,82453,1,0.0,0.002638522427440633
gossipcop-7516056437,3409.8888888888887,1664.2753623188405,4020,100,0.9757281553398058,53.99563106796116,373.7971014492754,0,9573,8,0.0,0.00024271844660194174
gossipcop-7591988667,2464.0,1251.2179487179487,380,100,0.7916666666666666,13.466666666666667,17.724358974358974,0,9339,17,0.0,0.004166666666666667
gossipcop-7889565756,2579.4651162790697,956.7209302325581,44,32,0.5789473684210527,1.8421052631578947,10.372093023255815,0,76535,1,0.0,0.013157894736842105
gossipcop-8047164046,1237.8869047619048,807.5654761904761,2258,99,0.9579974543911752,39.36359779380569,62.029761904761905,0,51011,11,0.0,0.00042426813746287653
gossipcop-832300074,725.8684210526316,502.4671052631579,1604,98,0.9424206815511164,35.810810810810814,35.50657894736842,0,6315,4,0.0,0.0005875440658049354
gossipcop-8393658999,1168.2058823529412,723.0784313725491,16,95,0.14414414414414414,0.1981981981981982,2.196078431372549,0,71983,9,0.0,0.02702702702702703
gossipcop-8565682825,212.0,20.0,0,1,0.0,0.0,0.0,0,0,1,0.0,1.0
gossipcop-9328842988,1033.0737704918033,719.2540983606557,100,100,0.5,2.45,9.901639344262295,0,52730,6,0.0,0.005
gossipcop-9619738313,1971.8625954198474,941.1145038167939,406,100,0.8023715415019763,13.051383399209486,7.511450381679389,0,6182,89,0.0,0.116600790513834
gossipcop-9781131395,1070.4424778761063,455.05309734513276,48,100,0.32432432432432434,1.1756756756756757,3.8761061946902653,0,81944,28,0.0,0.060810810810810814
gossipcop-9973153835,1563.8402366863904,554.9526627218935,712,100,0.8768472906403941,16.20935960591133,19.041420118343197,0,81129,2,0.0,0.0012315270935960591
