news_id,average followers,average follows,repost total,post total,repost percentage,average repost,average favorite,label,news lifetime,nb users 10 hours,average time difference,retweet percentage 1 hour
gossipcop-3250833481,16192.829268292682,994.439024390244,72,25,0.7422680412371134,3.2783505154639174,6.317073170731708,0,33310,1,0.0,0.010309278350515464
gossipcop-3417838504,1220.6228571428571,789.7828571428571,2453,99,0.9612068965517241,40.460815047021946,65.40571428571428,0,52196,12,0.0,0.001567398119122257
gossipcop-3428491362,3318.1796875,652.7578125,160,100,0.6153846153846154,3.9846153846153847,19.3203125,0,25,42,0.0,0.026923076923076925
gossipcop-3449233656,785.0190476190476,1066.1809523809525,4,99,0.038834951456310676,0.11650485436893204,1.180952380952381,0,7781,93,0.0,0.42718446601941745
gossipcop-3517462610,2773.076923076923,852.7692307692307,64,3,0.9552238805970149,6.059701492537314,40.61538461538461,0,6450,1,0.0,0.014925373134328358
gossipcop-3814713470,1382.6496350364964,690.4014598540145,336,96,0.7777777777777778,10.597222222222221,12.83941605839416,0,51953,1,0.0,0.0023148148148148147
gossipcop-4064363805,794.0,381.7154471544715,162,100,0.6183206106870229,5.7251908396946565,12.479674796747968,0,86300,3,0.0,0.003816793893129771
gossipcop-4092902640,19119.444444444445,375.1111111111111,0,9,0.0,0.0,0.8888888888888888,0,30211,1,0.0,0.1111111111111111
gossipcop-4141953288,681.0,3557.0,0,1,0.0,0.0,0.0,0,0,1,0.0,1.0
gossipcop-4199916818,864.3417085427136,871.4874371859296,6104,99,0.984039980654522,75.56408189585684,222.77386934673368,0,81581,40,0.0,0.0009672738997259391
gossipcop-4254023340,261.5773195876289,128.95876288659792,0,97,0.0,0.0,0.15463917525773196,0,77347,4,0.0,0.010309278350515464
gossipcop-4264578031,344.02255639097746,351.77443609022555,222,100,0.6894409937888198,9.186335403726709,6.2105263157894735,0,64807,20,0.0,0.018633540372670808
gossipcop-4477368195,4638.0,1167.0,0,1,0.0,0.0,1.0,0,0,1,0.0,1.0
gossipcop-4515297839,423.73214285714283,792.4285714285714,72,98,0.4235294117647059,2.4352941176470586,1.5446428571428572,0,41979,1,0.0,0.0058823529411764705
gossipcop-464187672,1625.28125,321.875,8,32,0.2,0.8,2.78125,0,22689,1,0.0,0.025
gossipcop-4656875855,1871.9663865546217,583.4621848739496,146,98,0.5983606557377049,4.926229508196721,6.159663865546219,0,29055,9,0.0,0.004098360655737705
gossipcop-4708420571,749.29,170.51,5,100,0.047619047619047616,0.09523809523809523,1.33,0,16233,5,0.0,0.009523809523809525
gossipcop-4952128390,677.5462962962963,433.4166666666667,38,96,0.2835820895522388,0.7761194029850746,3.1018518518518516,0,1557,20,0.0,0.08955223880597014
gossipcop-5053856710,1916.39446366782,1091.764705882353,15638,100,0.9936459524717245,91.55597915872411,207.37716262975778,0,13611,3,0.0,6.354047528275512e-05
gossipcop-5100474086,576.5636363636364,154.70909090909092,15,100,0.13043478260869565,0.2608695652173913,2.7636363636363637,0,16660,5,0.0,0.008695652173913044
gossipcop-5175859472,212.0,20.0,0,1,0.0,0.0,0.0,0,0,1,0.0,1.0
gossipcop-5239743061,25.0,5.0,0,1,0.0,0.0,0.0,0,0,1,0.0,1.0
gossipcop-5249498116,8794.133603238866,2120.3522267206476,7955,100,0.9875853507138423,79.34252017380508,139.54655870445345,0,62610,43,0.0,0.0016139044072004966
gossipcop-5258315475,1568.3157894736842,611.1315789473684,170,56,0.7522123893805309,7.123893805309734,24.289473684210527,0,47635,1,0.0,0.004424778761061947
gossipcop-5261250270,1616.5603448275863,1451.5862068965516,0,100,0.0,0.0,0.0603448275862069,0,45,94,0.0,1.0
gossipcop-5366274514,2526.75,127.25,0,4,0.0,0.0,0.0,0,51439,1,0.0,0.25
gossipcop-5422992346,558.8333333333334,372.1666666666667,0,12,0.0,0.0,1.5,0,15037,1,0.0,0.08333333333333333
gossipcop-5444844307,19101.0,738.2,0,5,0.0,0.0,0.0,0,2586,5,0.0,1.0
gossipcop-5835779872,2581.016,1305.744,10238,12,0.9988292682926829,98.67941463414634,283.328,0,20884,1,0.0,9.75609756097561e-05
gossipcop-5913883000,2863.3544303797466,1992.012658227848,955,100,0.9052132701421801,22.26919431279621,63.17088607594937,0,43482,3,0.0,0.0018957345971563982
gossipcop-5935590761,1036.377049180328,722.1229508196722,100,100,0.5,2.45,9.959016393442623,0,40830,7,0.0,0.005
gossipcop-612921286,1908.0,1084.5,0,2,0.0,0.0,0.5,0,83737,1,0.0,0.5
gossipcop-6562422971,863.38,451.86,16,50,0.24242424242424243,9.696969696969697,3.4,0,83518,12,0.0,0.09090909090909091
gossipcop-6606049792,1537.275167785235,717.6375838926175,866,99,0.8974093264248705,17.573056994818653,34.77181208053691,0,8563,1,0.0,0.0010362694300518134
gossipcop-6722352082,947.9285714285714,519.5952380952381,122,23,0.8413793103448276,6.220689655172414,10.833333333333334,0,11939,1,0.0,0.006896551724137931
gossipcop-6837118897,1064.0380952380951,851.6095238095238,12,100,0.10714285714285714,0.16071428571428573,1.4285714285714286,0,81126,34,0.0,0.03571428571428571
gossipcop-6861973641,1336.0,478.0,0,1,0.0,0.0,0.0,0,0,1,0.0,1.0
gossipcop-7036026897,660.16,261.03,13,100,0.11504424778761062,0.8141592920353983,2.73,0,77546,4,0.0,0.008849557522123894
gossipcop-7075559534,8021.830508474576,3075.915254237288,1478,100,0.9366286438529785,38.02408111533587,31.28813559322034,0,2932,92,0.0,0.06337135614702155
gossipcop-7113996696,957.0977312390925,651.6945898778359,11022,100,0.9910088113648624,34.01276748786189,61.28621291448517,0,5395,5,0.0,0.0001798237727027513
gossipcop-7362046593,674.1578947368421,466.6644736842105,105,100,0.5121951219512195,4.273170731707317,6.9605263157894735,0,77546,4,0.0,0.004878048780487805
gossipcop-7374728839,893.6,168.0,0,5,0.0,0.0,0.8,0,59481,1,0.0,0.2
gossipcop-7380022110,797.0808080808081,1137.4747474747476,4,99,0.038834951456310676,0.11650485436893204,0.8282828282828283,0,7628,93,0.0,0.4174757281553398
gossipcop-7394790075,2992.8145695364237,1142.5364238410596,202,100,0.6688741721854304,4.8344370860927155,5.251655629139073,0,1485,100,0.0,0.33112582781456956
gossipcop-7661930332,169.71428571428572,54.42857142857143,0,7,0.0,0.0,0.0,0,81423,1,0.0,0.14285714285714285
gossipcop-7712975012,2026.4782608695652,1473.6869565217391,44,100,0.3055555555555556,0.7222222222222222,2.8086956521739133,0,7202,90,0.0,0.4166666666666667
gossipcop-7744297225,870.390625,878.4921875,120,99,0.547945205479452,2.9315068493150687,4.546875,0,11211,2,0.0,0.0045662100456621
gossipcop-7905088416,142.0,109.5,0,2,0.0,0.0,1.5,0,85879,1,0.0,0.5
gossipcop-8070355544,6346.3125,959.8125,72,8,0.9,7.2,18.4375,0,84692,1,0.0,0.0125
gossipcop-8258400710,6462.813664596273,697.0186335403727,1212,100,0.9237804878048781,26.528963414634145,63.06211180124224,0,61601,1,0.0,0.0007621951219512195
gossipcop-8293006687,4786.55,845.0666666666667,354,21,0.944,26.736,31.2,0,72200,1,0.0,0.008
gossipcop-8397403501,2517.015503875969,1030.5426356589148,206,100,0.673202614379085,5.57516339869281,12.48062015503876,0,9645,16,0.0,0.00980392156862745
gossipcop-8414767305,10052.733333333334,889.7333333333333,48,7,0.8727272727272727,4.8,51.86666666666667,0,80811,1,0.0,0.01818181818181818
gossipcop-8463307904,2913.514534883721,1244.3575581395348,18141,99,0.9945723684210527,90.41776315789474,227.5668604651163,0,63752,3,0.0,5.482456140350877e-05
gossipcop-8617484084,1769.5029239766081,1166.9005847953217,542,100,0.8442367601246106,22.890965732087228,21.257309941520468,0,5469,30,0.0,0.006230529595015576
gossipcop-8679930999,1596.419213973799,806.9781659388647,10928,100,0.9909321726514327,97.2569822270584,159.19213973799125,0,3902,18,0.0,9.067827348567283e-05
gossipcop-8694179751,1415.3962264150944,704.8188679245283,10553,100,0.9906129728714916,85.30122970055383,107.55471698113207,0,56178,7,0.0,9.387027128508402e-05
gossipcop-8789278055,1658.625,460.375,8,12,0.4,0.4,4.0625,0,63750,1,0.0,0.05
gossipcop-9120330831,449.0,1397.0,0,1,0.0,0.0,0.0,0,0,1,0.0,1.0
gossipcop-920691324,1412.9447852760736,568.8588957055215,854,100,0.8951781970649895,18.10272536687631,14.098159509202453,0,31852,2,0.0,0.0010482180293501049
gossipcop-9275483673,660.15,261.03,13,100,0.11504424778761062,0.8141592920353983,2.73,0,77546,4,0.0,0.008849557522123894
gossipcop-9496768130,1345.7142857142858,857.7443609022556,354,99,0.7814569536423841,9.139072847682119,10.93984962406015,0,40843,1,0.0,0.002207505518763797
gossipcop-9520738949,1592.9396551724137,1231.8620689655172,58,100,0.3670886075949367,1.240506329113924,4.508620689655173,0,82164,7,0.0,0.006329113924050633
gossipcop-9526457926,815.4557823129252,787.0612244897959,440,100,0.8148148148148148,8.703703703703704,22.122448979591837,0,73592,3,0.0,0.001851851851851852
gossipcop-9541238456,682.9322033898305,661.0847457627119,50,100,0.3333333333333333,0.6533333333333333,3.4915254237288136,0,19324,18,0.0,0.02
gossipcop-9545318801,105.5,98.0,0,2,0.0,0.0,1.0,0,24920,1,0.0,0.5
